,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU,FEZ,FXI,GDX,GLD,IAU,IBB,ITB,IVV,IWD,IWM,IYR,KBE,KRE,LQD,OIL,SDS,SH,SLV,SPY,USO,VGK,VNQ,VTI,VWO,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,USDOLLAR
2009-05-01,100.920,20.580,27.440,82.160,34.810,29.090,42.410,17.420,11.980,15.330,10.310,24.100,31.900,34.740,46.780,28.380,31.170,32.270,33.040,86.950,8.710,64.600,10.920,88.120,45.350,48.820,31.880,16.040,20.370,95.970,19.210,252.560,69.820,12.310,87.890,29.620,36.720,30.690,44.180,28.170,13.200,25.730,47.260,10.650,22.000,17.480,22.090,26.530,24.140,23.180,33.420,32.320,10599.409
2009-05-04,101.000,20.980,28.560,84.240,35.640,31.100,44.170,18.130,12.780,15.950,11.150,24.740,34.020,36.760,49.570,29.590,32.440,35.160,35.030,88.640,8.870,65.360,11.770,91.150,47.250,50.600,34.640,18.370,22.180,96.200,19.850,235.240,67.400,12.830,90.880,30.560,38.070,33.220,45.690,30.060,14.090,27.180,49.150,11.730,22.720,17.800,22.430,26.930,24.540,23.930,36.600,34.520,10599.490
2009-05-05,101.210,20.680,28.550,84.160,35.470,30.820,43.730,17.830,12.610,15.730,10.570,24.680,34.640,36.390,49.240,29.150,31.980,34.300,34.780,88.250,8.840,65.030,11.720,90.770,47.080,50.350,33.480,18.050,21.710,96.510,19.620,236.640,67.660,13.140,90.570,30.150,37.730,31.980,45.530,29.660,14.110,27.020,48.490,11.560,22.790,17.690,22.240,26.880,24.820,23.920,36.210,33.680,10599.570
2009-05-06,101.440,21.230,29.000,85.200,36.500,31.350,44.790,18.160,13.050,16.000,10.820,25.500,35.950,36.290,50.560,29.830,32.770,35.430,36.860,89.540,8.960,64.330,11.380,92.340,48.210,50.490,34.600,20.020,22.940,96.940,20.500,228.830,66.510,13.520,92.140,31.430,38.580,33.200,46.240,30.290,13.690,27.130,50.370,12.480,23.150,17.790,22.380,26.720,24.670,24.170,37.530,35.400,10599.651
2009-05-07,100.990,21.270,28.800,84.170,35.390,30.570,44.040,17.800,12.800,15.740,10.350,25.040,35.380,35.200,49.350,29.330,32.250,34.350,36.550,89.440,8.940,65.190,10.830,91.040,47.650,49.300,32.600,19.530,22.210,96.010,20.550,235.000,67.380,13.600,90.860,31.490,37.990,31.300,45.520,29.460,12.880,26.240,49.720,12.120,22.680,17.110,22.470,26.860,25.170,23.640,35.950,34.660,10599.727
2009-05-08,101.180,21.800,29.460,85.720,36.250,31.590,45.950,18.640,13.130,16.800,10.590,26.180,36.420,37.030,51.100,30.850,33.810,35.910,37.460,89.980,9.000,65.660,11.300,93.230,49.300,51.010,34.810,21.620,23.810,96.620,21.310,224.120,65.780,13.790,92.980,32.490,39.630,33.390,46.550,30.570,13.470,26.800,51.840,13.020,23.510,17.090,22.760,27.250,25.590,23.990,37.140,36.380,10599.804
2009-05-11,101.250,21.620,29.460,84.430,36.320,30.850,44.780,18.100,12.630,16.220,10.410,25.260,35.790,35.990,50.920,29.880,32.950,34.360,37.310,89.690,8.980,66.160,10.930,91.410,47.980,50.260,33.790,20.280,23.070,96.910,21.210,232.200,67.090,13.740,91.240,32.290,38.520,32.120,45.750,29.880,12.940,26.410,50.260,12.260,22.810,17.140,22.650,27.130,25.150,23.570,35.690,35.040,10599.884
2009-05-12,101.810,21.840,28.700,84.720,36.670,31.070,45.260,18.250,12.620,16.530,10.260,25.740,35.480,36.160,50.290,30.070,33.090,34.370,38.960,90.700,9.080,66.880,10.590,91.240,47.520,49.550,33.250,19.510,22.190,97.180,21.460,233.380,67.190,14.020,90.970,32.630,38.900,32.030,45.630,30.040,12.600,26.670,50.580,12.000,22.560,17.050,22.920,27.320,25.560,23.070,35.860,34.740,10599.965
2009-05-13,101.900,21.590,27.560,83.130,35.990,29.930,43.720,17.530,12.510,15.620,10.030,24.740,34.110,35.000,47.690,29.050,31.870,33.580,37.940,91.090,9.120,65.370,10.030,89.040,46.220,47.280,30.990,18.180,20.760,97.000,21.100,244.520,68.880,13.810,88.680,32.190,37.600,29.930,44.330,29.000,11.910,25.520,48.910,11.390,21.630,16.620,22.500,26.590,25.500,22.260,32.690,33.180,10600.037
2009-05-14,101.960,21.730,27.770,83.390,35.990,30.360,44.150,17.740,12.490,15.780,10.110,25.140,34.900,35.150,48.810,29.250,32.230,33.770,38.050,91.030,9.100,65.510,10.200,89.650,46.670,47.940,31.980,18.710,21.090,97.220,21.280,241.600,68.530,13.850,89.440,32.400,38.120,30.640,44.780,29.430,12.070,25.740,49.050,11.770,21.790,16.800,22.580,26.570,25.530,22.290,33.230,33.560,10600.105
2009-05-15,102.190,21.180,27.940,82.780,36.650,30.080,43.750,17.420,12.520,15.630,10.140,24.920,34.600,34.780,47.860,28.890,31.690,33.680,37.650,91.550,9.160,65.340,10.080,88.940,46.150,47.760,30.930,18.300,20.560,97.200,20.500,245.480,68.990,13.770,88.710,31.300,37.560,29.610,44.310,29.200,12.090,25.830,48.000,11.530,21.800,16.800,22.370,25.940,25.330,22.130,32.570,32.580,10600.177
2009-05-18,101.890,21.740,28.680,85.120,36.850,31.750,45.420,18.190,13.170,16.460,10.630,26.040,36.320,36.550,50.970,30.070,33.270,35.660,37.490,90.360,9.040,66.120,10.770,91.440,47.690,49.360,33.250,19.510,21.790,97.060,21.470,231.360,66.920,13.580,91.230,32.710,39.270,31.990,45.670,31.010,12.800,26.570,49.660,12.290,22.600,17.260,22.840,25.940,25.580,23.220,34.560,34.210,10600.257
2009-05-19,101.980,21.740,29.820,84.740,36.840,32.110,45.830,18.510,13.130,16.590,10.710,26.360,37.030,36.760,51.580,30.610,33.620,35.800,38.430,90.960,9.100,66.040,10.590,91.330,47.530,49.380,32.720,18.970,20.740,97.450,21.540,231.800,67.020,13.980,91.120,32.790,39.810,31.380,45.680,31.220,12.710,26.880,49.900,12.040,22.430,17.360,22.970,26.410,25.390,23.130,35.790,34.580,10600.334
2009-05-20,102.290,22.090,30.320,84.190,37.610,32.210,46.130,18.860,13.010,16.880,10.640,26.540,36.950,36.940,51.980,30.890,33.950,35.380,40.470,92.250,9.230,66.370,10.270,90.760,47.140,48.920,32.340,18.380,19.800,98.010,22.260,234.360,67.520,14.100,90.510,33.870,39.890,31.130,45.420,31.340,12.230,27.000,50.070,11.720,22.450,17.180,23.000,25.930,25.490,22.880,36.650,34.730,10600.410
2009-05-21,101.970,21.910,29.790,83.100,37.610,31.610,45.780,18.660,12.760,16.810,10.590,26.340,35.700,35.890,51.120,30.780,33.910,34.730,41.240,93.850,9.390,65.460,10.010,89.400,46.520,48.290,32.400,18.110,19.450,97.010,21.940,241.280,68.440,14.340,89.210,33.380,39.870,31.220,44.600,30.820,11.990,26.400,48.590,11.740,21.770,16.880,22.790,25.620,25.260,22.340,34.950,33.470,10600.491
2009-05-22,101.700,22.230,30.280,82.870,36.900,31.750,46.040,18.830,12.800,16.890,10.810,26.280,36.060,35.920,51.660,30.930,34.230,34.690,42.050,94.150,9.410,65.480,9.920,89.220,46.350,47.790,31.710,17.890,19.280,96.880,22.170,242.180,68.550,14.500,89.020,33.700,40.070,30.450,44.630,31.130,11.960,26.300,48.610,11.660,21.690,16.940,22.930,25.830,25.290,22.580,34.700,33.400,10600.567
2009-05-25,101.700,22.230,30.280,82.870,36.900,31.750,46.040,18.830,12.800,16.890,10.810,26.280,36.060,35.920,51.660,30.930,34.230,34.690,42.050,94.150,9.410,65.480,9.920,89.220,46.350,47.790,31.710,17.890,19.280,96.880,22.170,242.180,68.550,14.500,89.020,33.700,40.070,30.450,44.630,31.130,11.960,26.300,48.610,11.660,21.690,16.940,22.930,25.830,25.290,22.580,34.700,33.400,10600.567
2009-05-26,101.470,22.280,29.890,84.850,38.020,32.130,46.960,19.100,13.450,17.270,10.780,26.720,37.040,35.370,53.130,31.470,35.000,35.120,41.840,93.760,9.370,67.070,10.360,91.600,47.470,50.070,33.350,18.440,20.610,96.840,22.370,229.800,66.860,14.420,91.300,34.110,40.700,32.260,45.830,31.400,12.340,26.930,49.640,12.040,22.480,17.380,23.220,26.580,25.520,23.340,36.220,34.130,10600.643
2009-05-27,100.910,22.380,29.900,83.160,37.160,31.760,46.050,18.840,13.580,16.830,10.880,26.640,36.500,33.920,52.730,31.060,34.160,35.360,41.220,93.450,9.350,66.460,10.070,89.890,46.510,49.100,32.240,17.800,19.460,96.170,22.720,237.960,68.080,14.580,89.670,34.580,40.080,31.090,45.060,31.100,12.040,25.920,49.100,11.680,21.750,17.210,22.630,26.040,25.260,22.830,36.070,34.210,10600.715
2009-05-28,100.950,22.790,30.150,84.020,37.260,32.740,46.520,19.000,13.720,17.230,11.090,26.800,36.920,35.680,54.570,31.620,34.800,36.160,43.010,94.240,9.430,66.880,9.770,91.130,47.290,49.160,32.850,18.300,19.550,96.530,23.260,231.400,67.060,14.930,90.920,35.340,40.550,31.520,45.620,32.060,11.750,26.380,50.730,12.010,21.960,17.460,22.870,26.580,25.390,22.740,36.870,35.550,10600.779
2009-05-29,102.030,23.230,30.250,85.390,37.600,33.240,47.450,19.340,14.180,17.120,11.270,27.460,36.740,36.110,55.200,31.800,35.280,37.370,44.160,96.200,9.630,67.630,9.950,92.810,48.090,50.170,33.750,18.860,19.990,97.950,24.000,222.000,65.820,15.470,92.530,36.400,41.250,32.560,46.330,32.620,12.080,27.170,51.680,12.230,22.490,17.650,23.120,26.770,25.830,23.120,37.860,36.130,10600.838
2009-06-01,100.460,23.870,31.090,87.350,38.120,34.640,48.620,19.950,14.590,17.530,11.400,28.240,37.730,37.420,57.410,32.500,36.230,39.530,43.410,95.730,9.580,68.120,10.250,95.020,48.910,52.130,35.170,18.650,20.190,97.430,24.690,212.420,64.310,15.350,94.770,37.430,42.250,34.230,47.480,33.890,12.330,28.000,53.580,12.360,23.530,18.150,23.580,27.630,26.000,24.230,40.440,38.250,10600.893
2009-06-02,101.150,23.970,31.980,87.500,38.350,34.140,49.040,20.260,14.370,17.820,11.170,28.420,37.750,36.580,57.300,33.200,36.630,38.720,44.550,96.360,9.650,69.300,10.440,95.140,49.250,52.780,34.650,18.300,19.850,98.150,24.800,212.000,64.210,15.750,94.850,37.610,42.800,33.520,47.670,33.400,12.720,28.280,53.440,12.160,23.570,18.110,23.820,27.300,26.160,24.430,40.830,37.540,10600.953
2009-06-03,101.430,23.170,30.740,86.950,37.340,32.930,47.580,19.620,14.250,17.250,10.830,27.200,36.480,35.510,54.230,32.130,35.440,38.020,42.160,94.410,9.450,70.280,10.080,93.940,48.140,52.430,34.570,18.050,19.730,98.650,23.870,217.360,64.950,15.140,93.650,36.250,41.400,33.460,47.090,32.340,12.310,27.310,51.380,12.000,23.110,17.910,23.700,26.840,26.100,24.110,38.200,35.250,10601.012
2009-06-04,100.590,24.020,31.080,87.510,38.050,33.540,47.880,19.760,14.460,17.320,10.780,27.160,37.060,35.940,56.070,32.440,35.830,38.750,43.510,96.230,9.630,70.550,10.050,94.820,48.900,53.180,35.590,18.800,20.470,98.220,24.870,213.320,64.410,15.630,94.530,37.690,41.660,34.530,47.560,32.850,12.350,27.940,52.540,12.430,23.530,18.160,23.740,27.090,25.740,24.160,39.910,36.230,10601.071
2009-06-05,100.070,23.890,30.820,87.910,38.050,33.610,47.290,19.390,14.600,17.020,10.720,26.960,37.370,35.710,55.880,31.850,35.190,39.040,41.330,93.710,9.380,70.020,9.960,94.860,48.860,53.200,35.140,18.490,20.110,97.700,24.670,213.160,64.370,15.010,94.550,37.400,41.070,34.440,47.470,32.900,12.270,27.540,52.110,12.320,23.730,18.340,23.620,27.120,25.790,24.010,40.240,35.850,10601.152
2009-06-08,99.800,23.830,30.600,87.740,37.560,33.090,47.190,19.300,14.340,16.970,10.420,27.160,36.850,35.320,55.630,31.600,34.940,38.550,41.300,93.560,9.360,69.720,10.100,94.480,48.580,52.570,35.010,18.660,19.960,97.500,24.740,214.120,64.680,14.760,94.160,37.540,40.980,33.810,47.340,32.420,12.400,27.400,51.990,12.410,23.790,18.230,23.710,26.950,25.510,24.230,39.510,35.740,10601.233
2009-06-09,100.250,24.060,31.020,87.740,37.560,33.150,47.770,19.290,14.040,17.150,10.230,27.300,36.780,34.990,55.980,31.850,35.500,38.070,41.090,93.830,9.390,69.910,10.270,94.920,48.730,52.810,35.050,18.780,20.050,98.240,25.230,212.960,64.340,15.030,94.640,38.190,41.410,33.810,47.590,32.450,12.610,27.890,52.500,12.500,23.740,18.310,23.500,26.880,25.380,24.370,41.380,35.860,10601.313
2009-06-10,99.970,23.970,30.980,87.650,37.650,33.570,47.860,19.420,14.260,17.170,10.290,27.520,36.950,35.980,55.920,31.970,35.260,39.170,40.800,93.860,9.390,69.410,10.160,94.660,48.670,52.600,34.380,18.550,19.870,97.950,25.730,214.080,64.570,15.010,94.400,38.970,41.430,33.220,47.470,32.760,12.470,27.920,52.970,12.310,23.590,18.360,23.240,27.300,25.270,24.010,41.760,36.150,10601.389
2009-06-11,100.320,24.190,31.520,87.860,38.440,34.290,48.680,19.650,14.320,17.460,10.410,27.960,37.860,36.640,57.950,32.240,35.730,40.120,40.920,93.700,9.380,70.080,9.900,95.080,48.960,52.620,33.740,18.880,20.030,98.290,26.190,211.560,64.200,15.130,94.820,39.680,42.060,32.540,47.750,33.370,12.140,28.310,54.030,12.410,23.550,18.430,23.340,27.830,25.540,23.890,43.000,36.780,10601.470
2009-06-12,100.810,23.850,30.990,88.310,38.050,33.740,48.430,19.540,14.190,17.300,10.150,27.740,37.740,36.550,56.880,32.290,35.700,39.560,39.540,92.170,9.230,70.400,9.880,95.390,49.180,52.780,34.690,19.280,20.020,99.020,26.040,210.520,63.980,14.630,95.080,39.430,41.890,33.720,47.790,32.970,12.140,28.020,53.510,12.490,23.590,18.380,23.520,28.180,25.630,23.860,41.990,36.350,10601.546
2009-06-15,101.190,23.390,29.980,86.490,37.680,32.530,46.690,18.650,13.820,16.650,9.670,26.860,36.710,35.240,54.610,30.940,33.970,38.230,37.970,91.100,9.120,68.720,9.460,93.180,47.900,51.360,33.130,18.850,19.260,99.050,25.430,220.400,65.590,13.830,92.900,38.520,40.230,32.120,46.680,31.780,11.780,27.080,52.090,12.170,22.870,18.190,22.950,27.610,24.840,23.380,39.140,35.490,10601.618
2009-06-16,101.330,23.300,30.090,85.260,37.250,32.040,46.150,18.340,13.340,16.330,9.620,26.780,35.570,34.860,53.230,30.490,33.590,37.230,38.370,91.930,9.200,68.540,9.510,91.940,47.220,50.500,32.660,18.340,19.100,98.990,25.430,226.280,66.410,13.990,91.640,38.510,39.930,31.530,46.030,31.360,11.580,26.350,50.980,11.960,22.450,17.960,22.650,27.420,24.940,22.790,38.150,34.510,10601.691
2009-06-17,101.530,23.370,29.530,85.230,37.780,31.680,46.280,18.390,13.360,16.090,9.600,26.780,35.560,34.850,53.000,30.310,33.570,37.350,38.230,92.350,9.230,70.280,9.640,91.770,46.910,50.770,32.200,17.720,18.570,99.110,25.530,226.790,66.400,14.120,91.550,38.700,39.830,30.930,45.970,31.120,11.640,26.050,50.150,11.610,22.280,18.060,22.880,27.500,25.510,23.110,37.540,33.730,10601.763
2009-06-18,100.870,23.400,29.380,85.620,38.000,31.590,46.200,18.380,13.420,16.200,9.510,26.620,36.210,34.700,52.650,30.430,33.760,37.160,37.200,91.610,9.170,70.710,9.440,92.310,47.330,51.000,32.360,18.250,18.800,97.850,25.680,224.280,65.970,13.970,92.220,38.850,39.860,31.140,46.220,31.060,11.430,26.270,49.960,11.890,22.300,17.980,23.300,28.120,26.000,23.040,37.900,33.360,10601.839
2009-06-19,101.240,23.200,29.380,85.310,38.410,31.750,46.930,18.490,13.470,16.350,9.640,27.260,36.250,34.740,53.170,30.830,33.220,37.270,38.390,91.900,9.190,71.260,9.540,92.840,47.480,51.310,32.710,18.430,19.330,98.590,25.060,222.400,66.010,13.990,92.040,37.970,40.410,31.450,46.390,31.190,11.580,26.070,49.210,12.040,22.200,18.120,22.890,27.470,26.080,23.130,38.280,32.730,10601.915
2009-06-22,101.390,22.420,27.410,83.320,37.350,30.600,45.420,17.820,13.270,15.740,9.560,26.240,34.920,33.860,49.930,29.720,32.180,36.080,35.740,90.540,9.060,69.740,9.320,90.030,46.040,49.490,31.040,17.420,18.250,98.950,23.860,234.920,67.780,13.540,89.280,36.250,39.010,29.810,45.050,30.000,11.210,24.750,46.750,11.340,21.460,17.670,22.800,27.390,25.610,22.440,34.930,30.630,10602.000
2009-06-23,101.720,22.810,28.080,83.180,38.290,30.550,45.060,17.620,13.080,15.740,9.630,26.060,34.770,33.770,50.700,29.490,32.610,35.810,37.330,90.920,9.100,69.590,9.320,89.640,46.060,49.090,31.310,17.440,17.930,99.750,24.650,234.800,67.620,13.620,89.350,37.410,39.520,30.030,45.050,30.190,11.270,25.070,47.030,11.470,21.260,17.680,22.660,27.150,25.530,22.210,35.830,30.660,10602.085
2009-06-24,101.450,22.800,28.090,83.030,38.530,31.220,45.100,17.740,13.450,15.790,9.950,26.220,35.320,33.980,51.170,29.710,32.870,36.880,38.490,91.450,9.150,70.320,9.300,90.390,46.430,49.620,31.350,17.630,17.850,99.590,24.440,231.030,67.020,13.680,90.120,37.090,39.640,30.190,45.180,31.050,11.330,25.320,47.220,11.610,21.400,17.930,22.720,27.380,25.660,22.340,36.470,30.790,10602.166
2009-06-25,101.920,23.000,28.330,84.720,38.080,32.150,46.050,17.940,13.830,16.100,10.140,26.340,36.630,34.940,53.220,30.180,33.480,37.970,39.990,92.310,9.240,72.150,9.760,92.310,47.420,51.050,31.850,17.960,18.560,100.370,25.090,221.160,65.640,13.810,92.080,38.050,40.290,30.590,46.230,31.820,11.910,25.860,48.210,11.860,22.060,18.190,23.110,27.840,26.370,23.120,38.180,31.600,10602.242
2009-06-26,102.220,22.810,28.880,84.270,38.920,32.320,45.960,17.880,14.010,16.050,10.060,26.220,36.860,34.850,53.610,29.990,33.110,38.370,39.200,92.290,9.240,72.830,9.710,92.010,47.250,51.230,32.130,18.000,18.640,100.420,24.760,222.140,65.810,13.900,91.840,37.510,40.180,30.850,46.140,31.990,11.760,25.820,47.890,11.920,21.970,18.160,23.030,27.740,26.370,22.960,37.840,31.180,10602.322
2009-06-29,102.130,23.030,29.160,85.250,38.710,32.560,46.350,18.230,14.090,16.130,10.060,26.580,37.010,35.040,53.440,30.470,33.640,38.780,39.150,92.040,9.220,72.980,9.880,92.980,47.950,51.230,32.210,18.280,18.630,100.310,25.510,217.640,65.160,13.660,92.700,38.670,40.710,30.830,46.580,32.190,11.920,26.050,48.340,12.070,22.190,18.350,23.170,28.100,26.530,23.250,37.900,31.560,10602.407
2009-06-30,102.150,22.620,28.770,84.660,38.160,32.230,45.810,17.980,13.740,16.240,10.090,26.420,36.860,34.790,52.970,30.310,33.300,38.370,37.820,91.180,9.120,72.760,9.820,92.350,47.590,51.080,32.420,18.050,18.240,100.280,25.030,221.320,65.710,13.380,91.950,37.930,40.280,31.010,46.270,31.820,11.750,25.800,48.050,11.950,21.960,18.210,22.990,27.890,26.310,23.080,37.010,31.720,10602.488
2009-07-01,101.770,22.530,28.770,85.030,38.750,32.820,46.570,18.360,13.830,16.480,10.320,26.660,37.190,35.910,53.620,30.830,33.860,38.720,39.410,92.390,9.240,72.290,9.840,92.630,47.740,51.870,32.740,17.970,18.450,99.700,24.690,219.400,65.420,13.550,92.330,37.460,41.080,31.550,46.540,32.490,11.770,25.860,48.090,11.880,22.050,18.290,23.380,28.250,26.380,23.230,37.010,31.710,10602.560
2009-07-02,102.010,22.030,28.420,82.990,37.440,31.920,45.230,17.640,13.340,15.980,10.230,26.020,36.180,34.800,52.200,29.830,32.750,37.440,38.310,91.250,9.140,70.390,9.560,90.070,45.880,49.910,31.250,17.500,17.620,99.710,23.750,231.360,67.210,13.160,89.810,36.050,39.880,29.880,45.320,31.560,11.360,25.150,46.160,11.470,21.360,17.830,22.890,27.440,25.750,22.290,36.010,30.480,10602.632
2009-07-03,102.010,22.030,28.420,82.990,37.440,31.920,45.230,17.640,13.340,15.980,10.230,26.020,36.180,34.800,52.200,29.830,32.750,37.440,38.310,91.250,9.140,70.390,9.560,90.070,45.880,49.910,31.250,17.500,17.620,99.710,23.750,231.360,67.210,13.160,89.810,36.050,39.880,29.880,45.320,31.560,11.360,25.150,46.160,11.470,21.360,17.830,22.890,27.440,25.750,22.290,36.010,30.480,10602.632
2009-07-06,101.930,21.370,27.940,83.250,37.880,31.850,45.290,17.460,13.510,15.890,10.320,25.980,35.940,36.110,52.020,29.720,32.570,38.170,36.940,90.760,9.090,70.470,9.360,90.100,45.820,49.470,31.900,17.350,17.810,99.950,22.840,230.850,67.080,13.100,89.800,34.710,39.610,30.630,45.150,31.630,11.170,24.950,45.690,11.480,21.370,17.780,23.360,27.600,25.950,22.400,34.150,29.590,10602.713
2009-07-07,102.260,21.030,27.850,81.550,37.850,31.100,44.190,16.940,13.210,15.390,10.280,25.340,35.070,35.710,49.780,28.820,31.610,36.800,36.510,90.710,9.080,69.300,9.170,88.330,44.900,48.400,30.720,17.240,17.640,99.550,22.170,240.000,68.460,12.890,88.060,33.810,38.600,29.440,44.220,30.890,10.860,24.240,44.520,11.300,20.640,17.340,23.070,27.050,25.850,21.800,33.350,28.790,10602.793
2009-07-08,102.820,20.770,26.800,81.930,37.600,30.740,44.010,16.920,13.070,15.190,10.310,25.020,34.450,35.690,49.170,28.710,31.350,36.510,35.190,89.270,8.930,69.920,9.000,88.290,44.570,48.070,30.420,16.910,17.610,100.460,21.330,240.640,68.540,12.690,88.000,32.570,38.340,29.160,44.160,30.540,10.730,24.260,44.530,11.110,20.560,17.350,23.170,26.930,26.090,21.980,32.880,28.510,10602.870
2009-07-09,102.530,20.900,27.150,81.770,37.610,31.290,44.550,17.270,13.290,15.410,10.450,25.500,34.880,35.980,49.620,29.170,31.980,37.150,35.310,89.510,8.960,69.620,9.200,88.510,44.830,47.870,29.930,17.240,17.730,100.500,21.440,239.680,68.380,12.670,88.170,32.770,39.060,28.610,44.250,31.030,10.950,24.450,44.990,11.250,20.750,17.460,23.000,26.940,25.760,22.140,33.420,29.360,10602.950
2009-07-10,102.880,20.740,27.210,81.440,37.150,30.920,44.030,17.040,13.250,15.090,10.530,25.140,34.530,35.660,49.370,28.740,31.560,36.870,35.140,89.580,8.970,69.450,9.140,88.250,44.640,48.100,29.880,17.010,17.510,100.900,21.170,241.000,68.560,12.500,87.960,32.380,38.470,28.570,44.140,30.650,10.930,24.310,44.670,11.100,20.720,17.530,22.890,26.910,25.640,22.100,33.390,29.100,10603.026
2009-07-13,102.830,20.850,27.360,83.310,37.350,31.140,44.800,17.600,13.220,15.540,10.320,25.580,34.970,34.700,50.280,29.650,32.490,36.710,35.930,90.190,9.030,70.300,9.270,90.390,45.890,49.260,31.060,18.090,18.430,100.840,21.170,229.200,66.900,12.660,90.100,32.370,39.490,29.650,45.160,30.870,11.090,25.050,45.350,11.810,21.250,17.860,23.300,27.380,26.090,22.460,34.030,29.680,10603.103
2009-07-14,102.520,20.850,27.960,83.660,37.290,31.480,45.040,17.700,13.420,15.590,10.380,25.840,35.440,34.970,50.050,29.720,32.660,37.420,36.760,90.810,9.090,70.410,9.510,90.960,46.170,49.550,31.420,18.020,18.250,100.620,21.020,226.280,66.470,12.720,90.610,32.110,39.690,30.010,45.480,31.170,11.390,25.240,45.960,11.760,21.560,17.880,23.370,27.590,26.210,22.810,34.530,30.350,10603.179
2009-07-15,101.850,21.400,28.550,86.200,37.320,33.170,46.580,18.570,14.050,16.360,10.840,27.060,37.610,37.210,53.030,30.950,34.160,39.020,38.290,92.240,9.230,71.170,9.920,93.600,47.680,51.460,32.500,18.750,18.850,99.690,21.980,212.910,64.520,13.060,93.260,33.470,41.300,31.120,46.840,32.790,11.900,26.230,47.590,12.260,22.230,18.550,23.750,28.140,26.440,23.440,36.350,31.400,10603.255
2009-07-16,102.170,21.450,28.640,87.230,37.560,33.230,46.990,18.810,14.020,16.630,10.850,27.180,37.680,37.500,53.710,31.430,34.580,38.730,38.330,91.980,9.200,71.790,10.230,94.440,48.110,52.100,32.920,18.800,18.890,100.380,22.060,209.080,63.880,13.090,94.120,33.560,41.880,31.480,47.300,32.790,12.310,26.480,48.170,12.220,22.640,18.820,23.910,28.150,26.610,23.730,37.490,32.120,10603.336
2009-07-17,102.170,21.770,28.830,87.460,37.300,33.570,46.820,18.720,14.240,16.550,10.980,26.960,38.440,37.730,54.060,31.270,34.430,39.340,38.640,91.930,9.200,71.740,10.440,94.480,48.020,51.900,32.150,18.420,18.110,100.070,22.510,209.000,63.870,13.170,94.130,34.240,41.650,30.640,47.320,33.140,12.460,26.610,48.450,12.140,22.380,19.000,23.930,28.020,26.530,23.770,38.130,32.430,10603.408
2009-07-20,102.290,22.130,28.940,88.330,37.980,34.770,47.730,19.100,14.730,16.880,11.140,27.620,39.080,38.930,55.720,31.860,35.130,40.920,40.230,93.280,9.340,72.560,10.520,95.330,48.580,52.540,33.190,18.380,18.250,100.480,22.920,204.960,63.220,13.450,95.130,34.830,42.610,31.720,47.850,34.160,12.770,27.180,49.280,12.240,22.830,19.170,24.000,28.230,26.590,24.270,39.500,33.140,10603.489
2009-07-21,103.000,22.050,29.020,89.170,38.310,34.660,48.030,19.230,14.760,17.060,11.110,27.540,38.890,39.100,55.820,31.990,35.160,40.720,39.740,93.130,9.320,73.290,10.430,95.790,48.730,52.450,33.120,17.880,17.640,101.900,22.990,202.840,62.920,13.330,95.570,34.940,42.740,31.630,48.060,34.120,12.740,27.500,49.710,12.130,22.840,19.280,23.970,28.510,26.980,24.270,38.850,33.460,10603.569
2009-07-22,102.650,22.170,29.690,88.880,38.490,34.590,48.150,19.290,14.720,17.020,11.160,27.680,39.480,39.260,55.410,32.160,35.380,40.420,39.770,93.440,9.350,73.160,10.800,95.840,48.760,52.860,33.150,18.040,17.790,101.630,22.910,202.800,63.020,13.450,95.550,34.810,42.790,31.670,48.090,34.050,12.890,27.580,49.260,12.140,22.910,19.390,23.980,28.360,26.880,24.440,38.170,33.250,10603.650
2009-07-23,102.390,22.630,30.060,90.630,38.730,35.570,48.960,19.790,15.270,17.350,11.350,28.280,40.560,39.890,56.920,32.790,36.110,42.060,39.960,93.260,9.340,76.540,11.360,97.960,50.050,54.530,34.300,18.480,18.720,101.460,23.540,193.720,61.570,13.520,97.660,35.790,43.600,32.930,49.230,34.960,13.510,28.520,50.660,12.490,23.390,19.770,24.310,29.100,27.420,25.010,39.000,34.580,10603.731
2009-07-24,102.390,22.650,30.110,90.970,38.780,35.400,49.260,19.910,15.100,17.460,11.200,28.460,40.240,39.800,57.080,32.940,36.440,42.260,39.900,93.410,9.350,78.080,11.420,98.390,50.440,54.810,34.600,18.520,18.840,101.740,23.870,192.230,61.260,13.660,98.060,36.220,43.920,33.160,49.390,34.860,13.560,28.750,51.190,12.420,23.410,19.650,24.530,29.560,27.900,24.990,39.740,35.140,10603.807
2009-07-27,102.080,22.740,30.450,91.140,38.610,35.710,49.310,19.930,15.240,17.570,11.170,28.400,40.430,40.300,57.530,33.170,36.520,42.670,39.850,93.710,9.380,78.160,11.830,98.670,50.710,55.090,35.250,19.110,19.780,101.510,23.920,190.720,61.080,13.840,98.350,36.320,44.100,33.640,49.600,35.090,13.880,28.810,51.360,12.620,23.540,19.650,24.440,29.490,27.880,25.090,39.530,35.200,10603.887
